﻿﻿分类,功能,功能说明,参数位置,参数名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/enable_wall_tracking,Real-time automatic coverage of the welt switch,关闭：贴边能力恢复位整机合并版改动前状态，确保清洁效率打开：保证现有贴边优化效果，提升清洁效果；,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/safe_distance,Automatically cover the edge distance in real time (M-line edge),,double,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/use_virtual_wall_tracking,Real-time automatic coverage of virtual wall switch,Affects the virtual wall function of M-line stickers and does not affect the virtual wall function of S-line stickers,bool,,,,,
PNC motion control,Efficiency mode function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ws1kaxfkgyopmpbn?singleDoc# ""Autocover4.0 Efficiency Improvement Deployment Instructions""",/strategy/move_base/efficiency_submode,Efficiency mode function switch,1: The robot will run at the fastest acceleration,int,0,1,,,
PNC motion control,Running speed - speed level (follow line),,/strategy/follow_base/speed_level,The program is not called; speed level (follow the line),,int,,,-1,,
PNC motion control,Running speed-speed setting (follow line),,/strategy/follow_base/speed_level_setting,The program is not called; speed setting (follow the line),,string,0,1.2,"""0.4,0.8,0.9""",,
PNC motion control,Running speed - speed level (navigation),,/strategy/goal_base/speed_level,The program is not called; speed level (navigation),,int,,,,,
PNC motion control,Running speed-speed setting (navigation),,/strategy/goal_base/speed_level_setting,The program is not called; speed setting (navigation),The path to navigation speed is launch/PNC/2.0/param/pnc/gaussian.yaml. Find the max_velocity_linear parameter in the constraint field (this machine defaults to 1.2). Just modify the desired value and restart the machine to take effect.,string,,,,,
PNC motion control,Narrow channel identification and passage,,/strategy/narrow_path/path_type,Narrow channel type,"0 is the default value, if you can plan it, pass it; 1 is over the narrow path; 2 is over the narrow path; 40 and 50 are the same",int,0,2,,,
PNC motion control,Narrow channel identification and passage,,/strategy/narrow_path/use_narrow_map,Narrow channel switch,true is on; false is closed,bool,,,,,
PNC motion control,,,/move_base/goal_base/PADA/a,NUll,,int,,,0,,
PNC motion control,,,/move_base/goal_base/PADA/p10,NUll,,array,,,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,
PNC motion control,,,/move_base/goal_base/PADA/p9,NUll,,array,,,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,
PNC motion control,,,/move_base/goal_base/PS/a,NUll,,int,,,0,,
PNC motion control,,,/move_base/goal_base/PS/p14,NUll,,array,,,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,
PNC motion control,,,/move_base/goal_base/PS/p15,NUll,,array,,,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,
PNC motion control,,,/move_base/goal_base/PU/a,NUll,,int,,,0,,
PNC motion control,,,/move_base/goal_base/PU/p14,Circlecenter used when planning,,array,,,"[[0.24, -0.05], [0.24, 0.05], [0.575, -0.05], [0.575, 0.05], [0.92, -0.05], [0.92, 0.05]]",,
PNC motion control,,,/move_base/goal_base/PU/p15,Circlecenter used for planning,,array,,,"[[0.24, -0.05], [0.24, 0.05], [0.575, -0.05], [0.575, 0.05], [0.92, -0.05], [0.92, 0.05]]",,
PNC motion control,,,/strategy/chassis/enable_speed_filter,Smoothing speed,,bool,,,FALSE,,
PNC motion control,,,/strategy/chassis/low_angular_vel,Robot low-speed detection (angle),Used to distinguish between high and low speed modes of robots (angle),double,,,0.1,,
PNC motion control,,,/strategy/chassis/low_sum_angular_diff,The threshold value of the accumulation of low speed speed difference (angle),,double,,,4.2,,
PNC motion control,,,/strategy/chassis/low_sum_vel_diff,The threshold value of the accumulated low speed speed difference (speed),,double,,,2.2,,
PNC motion control,,,/strategy/chassis/low_vel,Robot low-speed detection (speed),Used to distinguish between high and low speed modes of robots (speed),double,,,0.05,,
NUll,,,/device/scrubber/motor_work_min_speed,Minimum speed for triggering the operation of the equipment motor,,double,0,10000,0.01,,
NUll,,,/feature/software/enable_strongwash_workmode,NUll,,bool,,,FALSE,,
NUll,,,/feature/software/enable_strongwash_workmode,NUll,,bool,,,FALSE,,
NUll,,,/feature/software/enabled_battery_cell_undervoltage,NUll,,bool,,,TRUE,,
NUll,,,/strategy/chassis/speed_v/remote_level,未使用,,int,0,255,100,,
NUll,,,/strategy/chassis/sum_angular_diff,Threshold (angle) for the accumulation of high-speed speed difference,0,double,,,7,,
NUll,,,/strategy/chassis/sum_vel_diff,Threshold of the accumulation of high-speed speed difference (speed),0,double,,,3.8,,
NUll,,,/strategy/chassis/torque_control/v_level_3,Assisted mode speed configuration,"Recommended speed in power-assist mode, which can limit the maximum speed of the robot driving",double,0.1,2,1,,
NUll,,,/strategy/console/enable_draw_inaccessible_area,NUll,,bool,,,TRUE,,
NUll,,,/strategy/console/gohome1_idle_cd,NUll,,int,1,99999,10,,
NUll,,,/strategy/console/gohome1_idle_cd_before,NUll,,int,0,99999,1490,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd,NUll,,int,1,99999,28800,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/gohome1_task_finish_cd,NUll,,int,1,99999,10,,
NUll,,,/strategy/console/gohome1_task_finish_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/maintain_mode/leave_duration,NUll,,int,0,86400,1800,,
NUll,,,/strategy/console/maintain_mode/notify_leave_duration,NUll,,int,0,3600,300,,
NUll,,,/strategy/console/sewage_wait_time,Waiting time for sewage,,int,0,3600,10,,
NUll,,,/strategy/console/sewage_wait_time,Waiting time for sewage,,int,0,3600,10,,
NUll,,,/strategy/console/similar_point_detect,不用了,,bool,,,TRUE,,
NUll,,,/strategy/console/user_volume,NUll,,int,0,100,25,,
NUll,,,/strategy/console/warning_gosupply_on,NUll,,bool,,,,,
NUll,,,/strategy/console/warning_guide_idle_time,NUll,,int,120,7200,3600,,
NUll,,,/strategy/dl_infer/data_feedback/enable_gdpr_face_detection,NUll,,bool,,,TRUE,,
NUll,,,/strategy/dl_infer/data_feedback/enable_vpr,NUll,,bool,,,TRUE,,
NUll,,,/strategy/dl_infer/open_gdpr_face_detection,NUll,,bool,,,FALSE,,
NUll,,,/strategy/dl_infer/open_keypoint,NUll,,bool,,,TRUE,,
NUll,,,/strategy/dl_infer/open_vpr,NUll,,bool,,,TRUE,,
NUll,,,/strategy/fov_realtime_auto_cover/draining_time,NUll,,double,,,120,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_abandon_area_sewage,NUll,,bool,,,,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_full_safe_check,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/rgbd_ranges/pointcloud1,NUll,,double,0,100,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic0,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic1,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic2,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic5,NUll,,bool,,,,,
NUll,,,/strategy/localization/P85,NUll,,double,0,-200,,,
NUll,,,/strategy/localization/P86,NUll,,int,0,10,,,
NUll,,,/strategy/localization/P96,NUll,,double,0,1,,,
NUll,,,/strategy/project_node/endpoint_thresh,NUll,,double,0,10,,,
NUll,,,/strategy/project_node/gate_area_ignore_flag,NUll,,bool,,,,,
NUll,,,/strategy/project_node/gate_area_thresh,NUll,,double,0,10,,,
NUll,,,/strategy/rcc/daily_clean_tick_seconds,NUll,,int,,,,,
NUll,,,/strategy/rcc/elevator_request_timeout,NUll,,int,,,,,
NUll,,,/strategy/realtime_auto_cover/min_left_len,NUll,,double,,,,,
NUll,,,/wireless_localization/wireless_search/enable,NUll,,bool,,,,,
NUll,Privacy protection switch,,/strategy/rcc/remote_control_limitation,Privacy protection switch,,bool,,,,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/garbage,Garbage detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/large_garbage,Large garbage detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/mixed_garbage_temp,NUll,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Infrared sticker recognition (seven o'clock),,/strategy/hexagon_sticker_detect_enable,Seven-point infrared sticker recognition switch,,bool,,,,,
DL-Sensory,,,/dirty_config/model/open_garbage_sewage_ss,NUll,,bool,,,FALSE,,
DL-Sensory,Booth vehicle inspection,,/strategy/camera_detect_tanwei_enable,50 Vehicle detection function on the booth,,bool,,,FALSE,,
DL-Sensory,Ground segmentation-carpet detection function,,/dirty_config/other/carpet,Ground segmentation-carpet detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,Ground segmentation-wire detection function,,/dirty_config/other/wire,Ground segmentation-wire detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Ground segmentation-escalator pedal detection function,,/dirty_config/other/escalator_pedal,Ground segmentation-escalator pedal detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Ground segmentation-foot pad detection function,,/dirty_config/other/footpad,Ground segmentation-foot pad detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Infrared sticker recognition,,/strategy/ir_sticker_enable,Infrared sticker detection function switch,,bool,,,,,
DL-Sensory,Infrared sticker recognition (four points),,/strategy/four_point_sticker_detect_enable,Four-point red sticker identification switch,,bool,,,TRUE,,
DL-Sensory,Passable edge-glass detection function,Function description: https://gaussian.yuque.com/perception/documents/gfrhneuwau446brq,/dirty_config/other/glass,Passable edge-glass detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-fall zone detection function,,/dirty_config/other/fallarea_edge,Passable edge-fall zone detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-escalator metal edge detection function,,/dirty_config/other/escalator_edge,Passable edge-escalator metal edge detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-billboard detection function,,/dirty_config/other/pole,Passable edge-billboard detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-shelf detection function,,/dirty_config/other/shelves,Passable edge-shelf detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,Passable edge-booth detection function,,/dirty_config/other/showcase,Passable edge-booth detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-black object detection function,,/dirty_config/other/blackobject,Passable edge: black object detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_freespace_endpoint,Passable area model,,bool,,,TRUE,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_garbage_sewage_task,NUll,,bool,,,FALSE,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_ground_objects_seg,Ground object model,,bool,,,TRUE,,
DL-Sensory,Tilt Detection (IMU),,/strategy/camera_subscribe_imu,NUll,,bool,,,TRUE,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl_hodgepodge/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_anti_drop/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_fnl/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_ir_sticker/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/slam_data/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_general_objects,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_warning_trigger,NUll,,bool,,,,,
DL-Sensory,Object recognition,,/dirty_config/stain/dust,NUll,,int,1,2,1,,
DL-Sensory,Object recognition,,/dirty_config/stain/mixed_garbage,NUll,,int,1,2,1,,
DL-Sensory,Object recognition,,/dirty_config/stain/mixed_garbage_temp,NUll,,int,1,2,1,,
DL-Sensory,Object recognition,,/dirty_config/stain/sewage,NUll,,int,1,2,1,,
DL-Sensory,Object recognition - physical fence,,/strategy/fence_detect/init,Physical fence detection function switch,75 No such function yet,bool,,,,,
DL-Sensory,Object recognition - thin rod,,/strategy/small_obj_detect/launch_lidar_small_object_detector,Thin rod recognition function switch,,bool,,,,,
DL-Sensory,Object recognition-wall line,,/strategy/small_obj_detect/launch_line_segment,Edge (wall line identification),"Whether to open the wall line extraction, 75 does not need this function",bool,,,,,
DL-Sensory,Object recognition,,/strategy/stair_detect/is_enable,NUll,,bool,,,,,
DL-Sensory,Object recognition-one-meter column,,/strategy/yml_detect/init,One-meter bar detection function switch,In scenarios without a meter bar can be closed,bool,,,,,
DL-Sensory,Inspection: - Model switch,"Function description: https://gaussian.yuque.com/od6ghz/ntcv8q/aleqkh?singleDoc# ""AGILE-30 50 Intelligent Patrol Cleaning P0 Function""",/dirty_config/model/open_sewage_detect,Inspection: - Model switch,"Inspection: - Model switch: /dirty_config/model/open_sewage_detect - Cleaning mode (dirty_config): 0 Cleaning 1 Obstacle avoidance 2 Ignore,",bool,,,TRUE,,
DL-Sensory,One-meter rail/with detection function,,/dirty_config/other/pole_pillar,One-meter rail/with detection function,1:Open; 2:Close,int,1,2,1,,
APP,APP language settings,,/strategy/console/app_language,APP language configuration,,string,,,"""en""",,
APP,Lock screen with error password multiple times,,/strategy/console/login_fail_lock_time,Login password entry error lock screen time,,double,1,30,30,,
APP,Block alarms that do not affect tasks,After the parameters are turned on: the robot end and the high immortal on the palm will not see the alarm that does not affect the task;,/strategy/checker/less_warning,Block alarms that do not affect the task; (Robot end and high immortal on the palm),Open: The alarms that will not affect the task will be blocked on the machine and the palm of your hand will be displayed only on the cloud platform.,bool,,,TRUE,,
APP,Hide scheduling task function switch,,/strategy/rcc/hide_timer_schedule_task,Gaoxian hidden scheduling task function switch on the palm,"If you change to false, you cannot create a timed task (when is the time start and end at what time), and the timed task type is not displayed when creating a task;",bool,,,,,
APP,App interface lora customization,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/hm7db9,/strategy/console/hide_product_information,不用了,,bool,,,FALSE,,
