1参数位置和名称,2分类1,3分类2,4参数中文名称,5参数释义,6功能分类1,7功能分类2,8功能说明
/strategy/pnc/edge_scenario/enable_detect_ex_corner,,,识别阳角功能开关,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/pnc/edge_scenario/enable_detect_in_corner,,,识别阴角功能开关,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/pnc/edge_scenario/enable_follow_edge,,,贴边总开关,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,,,贴边虚拟墙功能开关,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/pnc/edge_scenario/follow_edge_min_safe_distance,,,贴边的最小距离,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/pnc/edge_scenario/follow_obstacle_max_safe_distance,,,贴边障碍物的最大距离,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/realtime_auto_cover/enable_wall_tracking,,,实时自动覆盖贴边开关,"关闭：贴边能力恢复位整机合并版改动前状态，确保清洁效率
打开：保证现有贴边优化效果，提升清洁效果；",PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/realtime_auto_cover/safe_distance,,,实时自动覆盖贴边距离（M线贴边）,,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/realtime_auto_cover/use_virtual_wall_tracking,,,实时自动覆盖贴虚拟墙开关,影响M线贴虚拟墙功能，不影响S线贴虚拟墙功能,PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》
/strategy/move_base/path_check_length,,,提前检测特殊区域（地毯，减速带等）的距离,,PNC运动控制,提前检测特殊区域的距离,
/strategy/realtime_auto_cover/track_virtual_wall,,,实时自动覆盖任务是否生成贴虚拟墙路径,true表示贴虚拟墙，false表示不贴,PNC运动控制,实时自动覆盖,
/strategy/realtime_auto_cover/use_iteration_path_optimizer,,,实时自动覆盖任务规划路径是否开启拉直开关,true表示开启，false表示不开启,PNC运动控制,实时自动覆盖,
/strategy/realtime_auto_cover/use_spline_optimizer,,,实时自动覆盖任务是否使用三次样条平滑,true表示启用false表示不启用,PNC运动控制,实时自动覆盖,
/strategy/realtime_auto_cover/using_handle_narrow_aisle,,,实时自动覆盖任务窄道识别开关,true表示打开，false表示关闭,PNC运动控制,实时自动覆盖,
/strategy/goal_base/max_path_length_diff,,,程序没调用；最大绕大圈判定差,,PNC运动控制,绕大圈,"当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；
功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》"
/strategy/goal_base/max_path_length_quotien,,,程序没调用；最大绕大圈判定比例,,PNC运动控制,绕大圈,"当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；
功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》"
/strategy/goal_base/path_safe_stopping_distance,,,程序没调用；路径安全检查减速距离,,PNC运动控制,绕大圈,"当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；
功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》"
/strategy/goal_base/using_further_planner,,,程序没调用；超时后允许绕大圈,,PNC运动控制,绕大圈,"当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；
功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》"
/strategy/chassis/reverse_braker_speed,,,驱动器反向制动的速度,,PNC运动控制,驱动器反向制动,"功能说明：当驱动器版本为1375时，在车辆0速(此参数默认为0 ，需要高级参数可以调整)时，下发刹车片，之前的刹车动作一律改为给下位机下发零速，让驱动器自己制动。
实际速度小于x时（x可配，目前是0），放刹车，其余是发0速，除去一些应该直接刹车的情况。
速度x的修改地址：/strategy/chassis/reverse_braker_speed"
/strategy/move_base/allow_backward,,,程序没调用；允许后退,,PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。
/strategy/move_base/backward_check_dis,,,程序没调用；为前方检查范围，如果这个距离内有障碍物，则开始后退,,PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。
/strategy/move_base/backward_to_dis,,,程序没调用；为后退距离,,PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。
/strategy/path_recorder/one_lane_width,,,75单车道同向宽度阀值,,PNC运动控制,路网功能,ROBOTPLAN-3986
/strategy/path_recorder/use_spiral_opt,,,75 是否使用螺旋线优化覆盖路径曲率开关,,PNC运动控制,路网功能,ROBOTPLAN-3986
/strategy/move_base/dis_to_hdmap_threshold_fix,PNC,move_base,自动覆盖时机器人距离路网的距离,当前位置距离路网距离超过该距离则触发远离路网告警,PNC运动控制,路网-距离限制,功能说明：
/strategy/move_base/dis_to_hdmap_threshold_nav,PNC,move_base,导航运行时机器人距离路网的距离,导航任务当前位置或者目标点距离路网距离大于该数值时触发远离路网告警,PNC运动控制,路网-距离限制,
/strategy/move_base/dis_to_hdmap_threshold_rt_autocover,,,实时自动覆盖机器人距离路网的距离,距离大于设置值时无法执行任务,PNC运动控制,路网-距离限制,
/strategy/task_base/use_junction_task,PNC,task_base,使用路口路网会车策略,true表示打开false表示关闭,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/task_base/use_yield_task,PNC,yield_task,使用车道路网会车策略,true表示开启false表示关闭,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/task_base/yield_task/allow_backward_yield,PNC,yield_task,靠边让行允许后退1-2m,true表示允许false表示不允许,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/task_base/yield_task/follow_min_dis_with_car,PNC,yield_task,会车停车距离阈值,,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/task_base/yield_task/stop_wait_time,PNC,yield_task,会车停车后等待时间阈值,,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/task_base/yield_task/vehicle_safe_dis,,,NUll,,PNC运动控制,路网-会车,"1.机器人和车辆距离大于follow_min_dis_with_car ，若车辆速度小于机器人速度，机器人优先减速到相同速度，若前车速度再次减少，立刻停车等待；
2.机器人和车辆距离低于follow_min_dis_with_car 立刻停车等待；
3.出现以下情况，车辆恢复任务：
 3.1.车辆ID未丢失情况下，车辆远离follow_min_dis_with_car+2m之外，直接恢复任务（恢复正常速度）;
 3.2.车辆ID未丢失情况下，车辆一直在5m之内，且车辆一直在静止状态，等待stop_wait_time后恢复任务;
 3.3.车辆ID消失，直接恢复任务；
4.会车参数：https://gaussian.yuque.com/vhfwq2/mi5d16/mgcbb2
5.会车逻辑：https://gaussian.yuque.com/qzlnat/cczxgg/ccsms8#Bc5G"
/strategy/console/adsorption_distance,,,路网绘制吸附距离,,PNC运动控制,路网,
/strategy/console/edge_keep_left,,,靠左贴边,靠左贴边,PNC运动控制,路网,https://gaussian.yuque.com/od6ghz/ntcv8q/thgit0?singleDoc# 《ROBOTPLAN-1623: 75-PNC2.0车库版 路网导航以及会车策略优化》
/strategy/path_recorder/offset_path,,,路径偏移间隔距离,,PNC运动控制,路径偏移功能,"功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ym
https://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》"
/strategy/path_recorder/offset_switch,,,路径偏移功能开关,,PNC运动控制,路径偏移功能,"功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ym
https://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》"
/strategy/move_base/enable_backtracking_rec,,,允许历史轨迹脱困开关,,PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》
/strategy/move_base/enable_narrow_backward_recovery,,,允许窄道局部脱困后退开关,,PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》
/strategy/move_base/enable_normal_backward_recovery,,,允许普通局部脱困后退开关,,PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》
/strategy/move_base/enable_point_cloud_recovery,,,允许使用点云脱困开关,,PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》
/strategy/move_base/forbid_all_backward_rec,,,禁止所有后退脱困行为开关（包括全局脱困）,,PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》
/strategy/goal_base/avoid_goal_obstacle_stop_duration,,,程序没调用；避障规划超时时间（获取目标点）,,PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。
强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time"
/strategy/goal_base/follow_path_patience_time,,,程序没调用；避障规划超时时间（任务为跟线模式中避障或offroad）,,PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。
强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time"
/strategy/goal_base/planner_error_patience_time,,,程序没调用；避障规划超时时间（任务为导航）,,PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。
强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time"
/strategy/move_base/mos_off_max_vel,,,充电MOS断开时，机器人最大运行速度,,PNC运动控制,电池充电mos断开限速,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# 《电池充电MOS断开处理逻辑》
